Column1,name,image_url,url,review count,rating,snippet,neighborhood,latitude,longitude,category,type,keywords,Column22,Column32
116,Hough's,http://s3-media2.fl.yelpcdn.com/bphoto/Rx__mvEKWKaPeS1-u9mOBA/ms.jpg,http://www.yelp.com/biz/houghs-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,130,4,"Came here on a Friday night, it was pretty busy but we found a couple of seats at the bar. When I sat down, I was pretty disappointed.....I'm a beer snob...",Greenfield,40.4262619,-79.94033051,Nightlife,Nightlife,night;busy;couple;seats;bar;disappointed;beer;snob,Nightlife,Nightlife
117,How Lee Chinese Food,http://s3-media1.fl.yelpcdn.com/bphoto/Ew6sdnYyYfWaqCtfPDuhdQ/ms.jpg,http://www.yelp.com/biz/how-lee-chinese-food-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,161,4,A couple friends and I got together last night for a girls night and decided to order from How Lee.  I'm always a little worried when ordering delivery for...,Squirrel Hill,40.4379005,-79.9195099,Chinese,Food,couple;friends;last;night;girls;night;little;worried;delivery,Chinese,Food
118,Hunan Bar,http://s3-media3.fl.yelpcdn.com/bphoto/PS7nOnJu8vklXNogqkhKsg/ms.jpg,http://www.yelp.com/biz/hunan-bar-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,32,4,Mapo tofu is one of the best in Pittsburgh. Stair fried pork belly with leeks is also very good. More than half of the entries on menu are spicy but there...,Oakland,40.4403038,-79.95627594,Chinese,Food,mapo;tofu;best;stair;fried;pork;belly;leeks;good;more;half;entries;menu;spicy,Chinese,Food
119,I Am Yoga,http://s3-media3.fl.yelpcdn.com/bphoto/S691pnOO7NYrIQliamP5vw/ms.jpg,http://www.yelp.com/biz/i-am-yoga-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,21,4.5,"Wow...I love this studio. I never tried Bikram yoga before, and I originally started doing yoga to supplement dancing (I do competitive ballroom dance). In...",Squirrel Hill,40.43783,-79.92282,Active,Active,studio;yoga;yoga;dancing;competitive;ballroom;dance,Active,Active
123,India on Wheels,http://s3-media2.fl.yelpcdn.com/bphoto/lvUfb8FjONDhicfoRBizxQ/ms.jpg,http://www.yelp.com/biz/india-on-wheels-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,27,4,"Love this place-cheap, convenient to work and delicious! I almost always get the chicken tikka, a samosa and mango lassi. The only downside is cash only,...",Oakland,40.4474106,-79.9537735,Indpak,Food,place;cheap;convenient;delicious;chicken;tikka;only;downside;cash,Indpak,Food
124,India Palace Cuisine,http://s3-media3.fl.yelpcdn.com/bphoto/ecD8Yg2Tw0bZq9B6seWEbA/ms.jpg,http://www.yelp.com/biz/india-palace-cuisine-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,22,3.5,This is a hidden gem in the Cultural District! We brought a bottle of wine from the Market Square Grocery. This restaurant is BYOB with no corkage fee! We...,Downtown,40.44310257,-80.00226505,Indpak,Food,hidden;gem;bottle;wine;restaurant;byob;corkage;fee,Indpak,Food
125,Indian Spices,http://s3-media4.fl.yelpcdn.com/bphoto/yLsx8qwbOtm5xru3gJymlg/ms.jpg,http://www.yelp.com/biz/indian-spices-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,43,3.5,"Owners daughter is the hostess and compared to the next door competitor (other hostess is old lady), their food is more tasty!

Reasonably priced.

Liked...",Downtown,40.44335938,-80.00216675,Indpak,Food,owners;daughter;hostess;next;door;competitor;other;hostess;old;lady;food;tasty,Indpak,Food
126,Istanbul Grille,http://s3-media3.fl.yelpcdn.com/bphoto/USssDTWoVC_mrq8XqNmnwA/ms.jpg,http://www.yelp.com/biz/istanbul-grille-pittsburgh-4?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,31,4.5,This is absolutely and without question one of my very favorite lunch spots in downtown Pittsburgh. It is tucked away in the Steel Building tunnel (heading...,Downtown,40.441355,-79.994853,Ethnic Markets,Food,question;favorite;lunch;spots;downtown;tunnel,Ethnic Markets,Food
128,Jean-Marc Chatellier's French Bakery,http://s3-media4.fl.yelpcdn.com/bphoto/qob0_Px2qDVOtriNLHA83Q/ms.jpg,http://www.yelp.com/biz/jean-marc-chatelliers-french-bakery-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,98,5,"Saw this bakery on a PBS special about Millville and made a trip to see for ourselves.

Bought croissants, macarons, a French shortbread and enjoyed...",Millvale,40.48130798,-79.97489929,Bakeries,Food,bakery;special;trip;croissants;macarons;french;shortbread,Bakeries,Food
129,Jimmy John's,http://s3-media1.fl.yelpcdn.com/bphoto/VH67IgsiX3ny2O6TyHIUVw/ms.jpg,http://www.yelp.com/biz/jimmy-johns-pittsburgh-9?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,19,4,"I know this location has been open for a while now, but let me start out my review by saying that my co-workers and I were PUMPED when we heard that JJ was...",Downtown,40.43993,-79.99704,Sandwiches,Food,location;open;while;review;co;-;workers,Sandwiches,Food
130,Joseph Tambellini Restaurant,http://s3-media1.fl.yelpcdn.com/bphoto/q6tleiMbFYoRV-vID3SwRw/ms.jpg,http://www.yelp.com/biz/joseph-tambellini-restaurant-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,81,4.5,We went here for a big family dinner (17 of us) and we sat in the private dining room on the third floor. It could not have been better. The service was...,Highland Park,40.47658157,-79.92144012,Italian,Food,big;family;dinner;private;dining;room;third;floor;better;service,Italian,Food
131,Kanda House,http://s3-media4.fl.yelpcdn.com/bphoto/Nf_YXP9cS3RtZky4EyVeKA/ms.jpg,http://www.yelp.com/biz/kanda-house-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,9,2.5,"A friend of mine and I walked into what used to be Miss Saigon 88 a bit worried because of some recent reviews seen here. However, our meal was very...",Oakland,40.45124173,-79.95154381,Vietnamese,Food,friend;bit;worried;recent;reviews;meal,Vietnamese,Food
132,Kards Unlimited,http://s3-media3.fl.yelpcdn.com/bphoto/4Ln1gk8LKYkFcubWYqng5g/ms.jpg,http://www.yelp.com/biz/kards-unlimited-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,38,4.5,"This place is terrific!  I used to go often when I lived in Pittsburgh, so I stopped in on a recent visit home! They have a really cool selection of...",Shadyside,40.4511909,-79.9328384,Shopping,Shopping,place;terrific;recent;visit;cool;selection,Shopping,Shopping
133,Kasai,http://s3-media4.fl.yelpcdn.com/bphoto/IG3x91n0uji4gHGyHXCN5w/ms.jpg,http://www.yelp.com/biz/kasai-carnegie?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,28,4.5,"Great sushi, great service, friendly, affordable, no fee on byob.   Music is fun.   Clean, nice atmosphere.   This place kicks butt!",Carnegie,40.40794754,-80.08554077,Japanese,Food,great;sushi;great;service;friendly;affordable;fee;music;fun;nice;atmosphere;place;butt,Japanese,Food
134,Katana,http://s3-media2.fl.yelpcdn.com/bphoto/qQbZsYFM8w6kW0Y7Ywh5Yw/ms.jpg,http://www.yelp.com/biz/katana-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,87,3.5,"So....You want the best sushi in Pittsburgh, at the best price, in a nice and convenient location yet tucked away from the business of city and also want an...",Dormont,40.38996,-80.0406299,Japanese,Food,best;sushi;best;price;nice;convenient;location;business;city,Japanese,Food
135,Kayak Pittsburgh,http://s3-media2.fl.yelpcdn.com/bphoto/9pr-pCTwqXbAL3_P06QzsQ/ms.jpg,http://www.yelp.com/biz/kayak-pittsburgh-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,25,4.5,"Kayaking up & down the Pittsburgh rivers is crazy fun! If you're new at this, the Kayak Pittsburgh folks will give you a little lesson to take your fear...",North Side,40.44657965,-80.00382543,Active,Active,rivers;crazy;fun;new;folks;little;lesson;fear,Active,Active
136,Kickback Pinball Cafe,http://s3-media4.fl.yelpcdn.com/bphoto/zj85q7Pr9hhkN8xXidfamQ/ms.jpg,http://www.yelp.com/biz/kickback-pinball-cafe-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,24,4.5,"Great Place for Lunch With Man Children of All Ages!

We picked this place to kick off our Christmas break with The Little Man and it was a total win!!!...",Lawrenceville,40.4712221,-79.9598367,Cafes,Food,place;break;total;win,Cafes,Food
137,Kiku Japanese Restaurant,http://s3-media3.fl.yelpcdn.com/bphoto/X7sO_ihFJ1XXZ_Cl6vJGTg/ms.jpg,http://www.yelp.com/biz/kiku-japanese-restaurant-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,69,4,"There were no customers eating in on this quiet Saturday afternoon, but the restaurant staff received us readily all the same. It made for a nice...",South Side,40.434127,-80.00605,Sushi,Food,customers;quiet;afternoon;restaurant;staff;same;nice,Sushi,Food
138,La Gondola Pizzeria & Restaurant,http://s3-media3.fl.yelpcdn.com/bphoto/gVTHE34MJNYMZsHD8LFg9g/ms.jpg,http://www.yelp.com/biz/la-gondola-pizzeria-and-restaurant-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,27,4.5,"My friend turned me on to this jewel of Market Square. I'm so happy she did because it is great to satiate that pizza need.

It looks a bit like a hole in...",Downtown,40.4401588,-80.0024567,Italian,Food,friend;jewel;happy;great;pizza;need;bit;hole,Italian,Food
139,La Gourmandine Bakery & Pastry Shop,http://s3-media4.fl.yelpcdn.com/bphoto/3m1Tv_waYB4fz_2h6DyLow/ms.jpg,http://www.yelp.com/biz/la-gourmandine-bakery-and-pastry-shop-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,262,4.5,I went a little crazy last week when I stopped in. I had only ever eaten what my husband would pick up from here- usually their almond croissants. This was...,Lawrenceville,40.473129,-79.958893,French,Food,little;crazy;last;week;husband;here-;almond;croissants,French,Food
140,La Palapa,http://s3-media3.fl.yelpcdn.com/bphoto/-ktF4Bn45Hw9FQmAkaZjGw/ms.jpg,http://www.yelp.com/biz/la-palapa-pittsburgh-3?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,6,4.5,Best tacos ever!!! My only issue here is deciding what I want.. Thursday the market is open late so it's a great place for a quick dinner. I've loved...,Strip District,40.4535609,-79.9805948,Mexican,Food,best;tacos;only;issue;market;open;great;place;quick;dinner,Mexican,Food
141,"La Palapa, Mexican Gourmet Kitchen",http://s3-media2.fl.yelpcdn.com/bphoto/rtiyRiGhs3NinkXDb7o-eg/ms.jpg,http://www.yelp.com/biz/la-palapa-mexican-gourmet-kitchen-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,95,4.5,"Oh my god - this place is so good! I got the veggie empanadas and chips & guac. Both were amazing.  

So many great things:

Bright tasting & fresh guac....",South Side,40.4288101,-79.9781036,Mexican,Food,place;good;veggie;chips;amazing;many;great;things;bright;tasting;fresh,Mexican,Food
142,La Prima Espresso Co,http://s3-media1.fl.yelpcdn.com/bphoto/hUrRF2W1IvtPG3G321lYEw/ms.jpg,http://www.yelp.com/biz/la-prima-espresso-co-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,72,4.5,"Delicious, authentic espresso, lattes and cappucinos. The only drawback is sometimes the line is a little long in the morning but it's definitely worth the...",Strip District,40.45158438,-79.98289146,Coffee,Food,authentic;espresso;lattes;cappucinos;only;drawback;line;little;morning;worth,Coffee,Food
143,Larrimor's,http://s3-media1.fl.yelpcdn.com/bphoto/_LKhESgdD4Ylvp4RuUEAow/ms.jpg,http://www.yelp.com/biz/larrimors-pittsburgh-3?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,10,5,"If you're going to shop downtown, you're not going to be getting big discounts. I saw a Robert Graham shirt here last week for about $200--the same one at a...",Downtown,40.4411909,-80.0004856,Shopping,Shopping,downtown;big;discounts;shirt;last;week;same,Shopping,Shopping
144,Las Palmas,http://s3-media4.fl.yelpcdn.com/bphoto/K8o53edZpsxOtwiPVuiryA/ms.jpg,http://www.yelp.com/biz/las-palmas-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,108,4.5,"Being a Mexican-American visitor from San Diego in sunny Cali (where there's a Mexican place every other half mile) and a constant visitor to Tijuana, there...",Oakland,40.43891907,-79.95530701,Mexican,Food,mexican;american;visitor;sunny;mexican;place;other;half;mile;constant;visitor,Mexican,Food
145,Las Palmas Carniceria,http://s3-media4.fl.yelpcdn.com/bphoto/2sRWO6xnmUtY1mH9SQaOeg/ms.jpg,http://www.yelp.com/biz/las-palmas-carniceria-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,154,4.5,"It's amazing what measures I will go to, just for a TACO. I saw Las Palmas on the drive-by. Then I made an escape and while my henchbrethren waited, peering...",Brookline,40.3945961,-80.02168274,Mexican,Food,amazing;measures;taco;drive;by;escape;henchbrethren,Mexican,Food
146,Le Mardi Gras,http://s3-media1.fl.yelpcdn.com/bphoto/TL1WZIFIjNCz6WLVgEou9A/ms.jpg,http://www.yelp.com/biz/le-mardi-gras-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,42,4,"I'm visiting the Shadyside (Eastside) area this week for work and decided to swing by Le Mardi Gras on my first night.  As I was walking down Walnut Street,...",Shadyside,40.45127869,-79.93463898,Nightlife,Nightlife,area;week;work;first;night,Nightlife,Nightlife
147,Lefty's,http://s3-media3.fl.yelpcdn.com/bphoto/94YwDI-Z4MhoQE0XMJQI-A/ms.jpg,http://www.yelp.com/biz/leftys-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,11,4.5,"Great place on the Strip for a Good drink at a Fair Price.
Awesome atmosphere, lots of memorabilia. 
Pool table, dart board, lots of bottled beer and...",Strip District,40.4516182,-79.9836273,Nightlife,Nightlife,great;place;good;drink;atmosphere;lots;memorabilia;table;dart;board;lots;bottled;beer,Nightlife,Nightlife
148,Legends North Shore,http://s3-media1.fl.yelpcdn.com/bphoto/jay9kN2XzAQN7Ha_ZLsovA/ms.jpg,http://www.yelp.com/biz/legends-north-shore-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,84,4,"I love Legends! 
My friends and I frequent there often! 
The food and service is always wonderful! Love that it's BYOB! My favorite is their spinach...",North Side,40.456584,-80.001487,Italian,Food,friends;food;service;wonderful;byob;favorite;spinach,Italian,Food
149,Legume,http://s3-media4.fl.yelpcdn.com/bphoto/gZRKQsKDnfreBu_R2BELqA/ms.jpg,http://www.yelp.com/biz/legume-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,268,4.5,"I've been here twice so far, and both times I left incredibly satisfied. The first time was in the summer, the second in the winter so each time the menu...",Oakland,40.4503899,-79.9508591,French,Food,times;satisfied;first;time;summer;second;winter;time;menu,French,Food
150,Lili Cafe,http://s3-media4.fl.yelpcdn.com/bphoto/wjjjTTJbWD3N_gwpsbraPA/ms.jpg,http://www.yelp.com/biz/lili-cafe-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,48,4,"I was meeting someone from Polish Hill, who says this is her favorite neighborhood cafe. I can see why! It's cozy and I love how it feels very local (they...",Polish Hill,40.4574699,-79.9658737,Coffee,Food,favorite;neighborhood;cafe;cozy;local,Coffee,Food
151,Little Bangkok In the Strip,http://s3-media4.fl.yelpcdn.com/bphoto/Sr3TzWXlZWrKoqNorroWBg/ms.jpg,http://www.yelp.com/biz/little-bangkok-in-the-strip-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,73,4,"WARNING: THE SPICE SCALE IS NOT AMERICANIZED!!!
But Little Bangkok burns soooo good.
If you think you like a level 10 spicy, you might want to start with a...",Strip District,40.45076899,-79.98437136,Thai,Food,warning;americanized;little;soooo;good;level;spicy,Thai,Food
153,Little Tokyo Bistro,http://s3-media2.fl.yelpcdn.com/bphoto/MkgEpuv1U0DNfdy36a_Mbg/ms.jpg,http://www.yelp.com/biz/little-tokyo-bistro-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,80,4,"Hawaiian Roll and spicy tuna roll. 

That's what I dreamt of the other night.

I know I'm not crazy because my sister said the same thing. Could we both be...",South Side,40.428185,-79.975304,Sushi,Food,spicy;tuna;roll;other;night;crazy;sister;same;thing,Sushi,Food
154,Los Cabos Mexican Restaurant,http://s3-media4.fl.yelpcdn.com/bphoto/jKEkHV6DTe7CJd1Chn8XrA/ms.jpg,http://www.yelp.com/biz/los-cabos-mexican-restaurant-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,97,3.5,"You blink, and you'll miss it. Tiny place in the middle of a block of different stores. Don't let that deter you from trying it out!
Enchilada - fairly...",Lawrenceville,40.4655914,-79.9545898,Mexican,Food,tiny;place;middle;block;different;stores,Mexican,Food
156,Luke Wholey's Wild Alaskan Grille,http://s3-media2.fl.yelpcdn.com/bphoto/DL6-uS0yoYA7irnldlYiAQ/ms.jpg,http://www.yelp.com/biz/luke-wholeys-wild-alaskan-grille-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,206,4,Went here with my fiance and group of friends recently and can honestly say this was one of the best meals I've had in Pittsburgh. We had a couple of...,Strip District,40.45192124,-79.98280732,Sushi,Food,fiance;group;friends;best;meals;couple,Sushi,Food
157,Lydiah's Coffee House,http://s3-media2.fl.yelpcdn.com/bphoto/ru9XiDZ50rleh4VYujbMJw/ms.jpg,http://www.yelp.com/biz/lydiahs-coffee-house-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,11,4.5,"Despite having ""Coffee House"" in its name, I haven't tried the coffee here. Mainly because I don't drink much coffee. However, let me tell you about the...",Downtown,40.4371691,-79.9981261,Ethnic Markets,Food,name;coffee;much;coffee,Ethnic Markets,Food
159,Mad Mex - Oakland,http://s3-media3.fl.yelpcdn.com/bphoto/cEVN41KmiLPj7avqJZB5Ug/ms.jpg,http://www.yelp.com/biz/mad-mex-oakland-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,191,3.5,"I love this place. They're constantly having deals, my go to is from 2-4 students (with IDs) get most of their menu half off, really cannot get any better...",Oakland,40.438019,-79.954209,Mexican,Food,place;deals;go;students;ids;most;menu;half;better,Mexican,Food
160,Mad Mex - Shadyside,http://s3-media1.fl.yelpcdn.com/bphoto/8w_XlsnOUiOyR1iimd6tKQ/ms.jpg,http://www.yelp.com/biz/mad-mex-shadyside-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,202,3.5,"Come for the margs, stay for the apps!Chain restaurants don't usually speak to me, but there's a special place in my heart for Mad Mex.

My favorite time to...",Shadyside,40.458283,-79.925318,Mexican,Food,margs;apps!chain;restaurants;special;place;heart;mad;favorite;time,Mexican,Food
162,Madonna's Mediterranean Cuisine,http://s3-media1.fl.yelpcdn.com/bphoto/QfsSb-S6AZg6iDOR2l9wTg/ms.jpg,http://www.yelp.com/biz/madonnas-mediterranean-cuisine-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,32,5,"Best Mediterranean food in downtown Pittsburgh! 

Great people inside too, very friendly.",Downtown,40.4389554,-79.9993319,Restaurants,Food,best;food;downtown;great;people;friendly,Restaurants,Food
163,Maggie's Farm Rum,http://s3-media1.fl.yelpcdn.com/bphoto/hn1Q5ztncqnJgNVqgpPR9A/ms.jpg,http://www.yelp.com/biz/maggies-farm-rum-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,31,4.5,"I love this place! From the outside you would have no idea what is in store inside. You think you're going into a sketchy warehouse when in fact, you open...",Strip District,40.4617996,-79.9701224,Nightlife,Nightlife,place;outside;idea;store;sketchy;warehouse;fact,Nightlife,Nightlife
164,Make Your Mark,http://s3-media2.fl.yelpcdn.com/bphoto/nLufih8sFxxaENpL_hN9qw/ms.jpg,http://www.yelp.com/biz/make-your-mark-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,41,4.5,"It's true! Make Your Mark is as adorable and comfortable as other reviewers report. It's a shame that it's taken me so long to get here!

We loved the...",Point Breeze,40.4503403,-79.9145126,Coffee,Food,true;adorable;comfortable;other;reviewers;shame,Coffee,Food
165,Mancini's Bread Company,http://s3-media2.fl.yelpcdn.com/bphoto/5XGeCzKCbJnZrztDMwcs0w/ms.jpg,http://www.yelp.com/biz/mancinis-bread-company-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,22,4.5,"Whether you're there for one of the many yummy varieties of bread or, like me, a devoted fan of their pepperoni rolls, Mancini's is a must-stop for anyone...",Strip District,40.45018,-79.985764,Bakeries,Food,many;yummy;varieties;bread;devoted;fan;pepperoni;rolls;must,Bakeries,Food
166,Manor Theatre,http://s3-media4.fl.yelpcdn.com/bphoto/JrFKdcBo_KJABHJ7LzR8sg/ms.jpg,http://www.yelp.com/biz/manor-theatre-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,60,4.5,"I'd been looking forward to turning 21 for the sole purpose of going to the Manor to get a drink while watching my movie. 

I've been countless times over...",Squirrel Hill,40.43721599,-79.92280729,Arts,Arts,sole;purpose;drink;movie;countless;times,Arts,Arts
168,Me Lyng Restaurant,http://s3-media2.fl.yelpcdn.com/bphoto/f91KFGuR3ixA5DMECOSd8Q/ms.jpg,http://www.yelp.com/biz/me-lyng-restaurant-homestead?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,22,3,"This is my favorite Chinese restaurant. They also serve Vietnamese varieties

I could not choose what my favorite dish is! I always try to get somthing...",Homestead,40.40505219,-79.91395569,Vietnamese,Food,favorite;chinese;restaurant;vietnamese;varieties;favorite;dish;somthing,Vietnamese,Food
169,Meat & Potatoes,http://s3-media3.fl.yelpcdn.com/bphoto/DTy8SuOWFsOHGDr-A5F0vg/ms.jpg,http://www.yelp.com/biz/meat-and-potatoes-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,1006,4,"My boyfriend and I went to brunch a couple Saturday's ago with a couple of good friends from out of town. None of us had been here for brunch or dinner, we...",Downtown,40.44314459,-80.00110379,Newamerican,Food,boyfriend;couple;couple;good;friends;town;none;brunch;dinner,Newamerican,Food
170,Mellon Park,http://s3-media1.fl.yelpcdn.com/bphoto/w4oI0yagdm9O4riuuKj-GA/ms.jpg,http://www.yelp.com/biz/mellon-park-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,10,4.5,"I visited the park for the first time for ""Bach, Beethoven and Brunch""
This free concert features a wide variety of classical and instrumental groups every...",Shadyside,40.45282222,-79.92090762,Active,Active,park;first;time;free;concert;wide;variety;classical;instrumental;groups,Active,Active
171,Mercurio's,http://s3-media1.fl.yelpcdn.com/bphoto/knv4GqOSGpRRtt3C6ZPWjQ/ms.jpg,http://www.yelp.com/biz/mercurios-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,224,4,This review is strictly based on the gelato. But the amount of flavors and quality of gelato is just. so. good. Whether it's 5 degrees or 95 degrees I don't...,Shadyside,40.45165,-79.93299,Pizza,Food,review;gelato;amount;flavors;quality;gelato;good;degrees;degrees,Pizza,Food
172,"Metamorphosis Organic Salon, Spa and Wellness Studio",http://s3-media3.fl.yelpcdn.com/bphoto/uEhel38AL4Gmu_Rb5R-lZA/ms.jpg,http://www.yelp.com/biz/metamorphosis-organic-salon-spa-and-wellness-studio-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,34,4.5,"I'm a guy, & I like getting my hair cut here. Also the massage therapists they have there are great at deep tissue Swedish stuff. 

Try this place out,...",Lawrenceville,40.478637,-79.955167,Active,Active,guy;hair;massage;therapists;great;deep;tissue;swedish;stuff;place,Active,Active
173,Michael's Pizza Bar & Restaurant,http://s3-media3.fl.yelpcdn.com/bphoto/uaBGxxjfs5GEri4UN0sy0Q/ms.jpg,http://www.yelp.com/biz/michaels-pizza-bar-and-restaurant-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,49,4.5,"My Boyfriend and I had just returned from a Trip to NYC and it was NYE.  We wanted something delicious, but quick without having a crazy prices for NYE and...",South Side,40.42624,-79.96823,Pizza,Food,trip;delicious;quick;crazy;prices,Pizza,Food
174,Mid-Atlantic Mercantile,http://s3-media4.fl.yelpcdn.com/bphoto/o-_jKqOyXbs_JQ_scOy5HA/ms.jpg,http://www.yelp.com/biz/mid-atlantic-mercantile-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,8,5,Best boutique in Lawrenceville!  The owner has a great eye.  I love my Delphine Kimono!,Lawrenceville,40.4719669,-79.959546,Shopping,Shopping,best;boutique;owner;great;eye,Shopping,Shopping
175,Mike Feinberg Company,http://s3-media2.fl.yelpcdn.com/bphoto/fobk8sP4bn1j8Cotuarkaw/ms.jpg,http://www.yelp.com/biz/mike-feinberg-company-pittsburgh-2?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,12,4.5,"I freakin' love this place. Anything you could possibly want, they've got it. And probably a lot of stuff that you don't want. 

I loved that everyone...",Strip District,40.4502296,-79.9847565,Shopping,Shopping,love;place;lot;stuff,Shopping,Shopping
176,Miss Saigon88,http://s3-media1.fl.yelpcdn.com/bphoto/xxzRkMFfOt4K0Y-kDUyZtA/ms.jpg,http://www.yelp.com/biz/miss-saigon88-pittsburgh?utm_campaign=yelp_api&utm_medium=api_v2_business&utm_source=ERehee8c-xBF5R86JGKbYg,23,3.5,"Being new to Pittsburgh I have been somewhat underwhelmed by the choices in Vietnamese Pho restaurants. However, I ordered Pho today from Miss Saigon 88...",Oakland,40.45124743,-79.95148413,Vietnamese,Food,new;choices;restaurants;today,Vietnamese,Food
